"","Type","Model","Status","Lost by","Unit","Date","Nearest location","Oryx URL","Source","Geolocation","Tags","Country","GeneralType","lat","lng"
"11","Anti-aircraft systems","Launcher for Buk","Destroyed","Russia",NA,2023-11-30,"Novoselivka","https://twitter.com/bayraktar_1love/status/1730205079389548852","https://t.me/lost_warinua/58051","46.16442,32.61074",NA,"Russia","Anti-aircraft systems",46.16442,32.61074
"12","Armoured Fighting Vehicles","BMD-2","Damaged","Russia","328th Air Assault Regiment",2023-12-13,"Krynky","https://i.postimg.cc/mDrk5PTb/1043-bmd2-dam-aband-13-12-23.jpg","https://t.me/lost_warinua/59587","46.727806,33.070722","V","Russia","Armor",46.727806,33.070722
"13","Armoured Fighting Vehicles","BMD-2","Damaged","Russia","328th Air Assault Regiment",2023-12-10,"Krynky","https://i.postimg.cc/Kj3BYv3v/1046-bmd2-dam-aband-10-12-23.jpg","https://t.me/lost_warinua/59236","46.726661,33.068790","V,Loitering","Russia","Armor",46.726661,33.06879
"14","Armoured Fighting Vehicles","BMD-2","Damaged","Russia","328th Air Assault Regiment",2023-12-05,"Krynky","https://i.postimg.cc/HxRKx1cQ/1002-bmd2-destr-06-12-23.jpg","https://t.me/BALUhub/6388","46.719464053484074,33.07574876905102","O,V,Loitering","Russia","Armor",46.7194640534841,33.075748769051
"15","Armoured Fighting Vehicles","BMD-4M","Damaged","Russia","VDV",2023-12-30,"Krynky","https://i.postimg.cc/6qTP948g/1001-bmd4m-dam-30-12-23.jpg",NA,"46.7198800,33.0624700","V","Russia","Armor",46.71988,33.06247
"16","Armoured Fighting Vehicles","BMD-4M","Damaged","Russia","328th Air Assault Regiment",2023-11-24,"Krynky","https://i.postimg.cc/kgsfqXbH/1050-bmd4m-dam-aband-24-11-23.jpg",NA,"46.719306,33.082056","V","Russia","Armor",46.719306,33.082056
"17","Armoured Fighting Vehicles","BTR-82A(M)","Damaged","Russia","810th Separate Naval Infantry Brigade",2024-01-29,"Krynky","https://i.postimg.cc/pTX4cvzz/1024-btr82-dam-29-01-24.jpg","https://t.me/lost_warinua/64756",NA,NA,"Russia","Armor",NA,NA
"18","Armoured Fighting Vehicles","BTR-82A(M)","Damaged","Russia",NA,2024-01-29,"Pishchane","https://i.postimg.cc/4yYMZ183/1028-btr82a-dam-29-01-24.jpg","https://twitter.com/OSINTua/status/1754576921311027273","46.71336,33.15709",NA,"Russia","Armor",46.71336,33.15709
"19","Armoured Fighting Vehicles","BTR-82A(M)","Damaged","Russia",NA,2023-12-06,"Korsunka",NA,"https://t.me/lost_warinua/58996","46.757139,33.197611","Loitering","Russia","Armor",46.757139,33.197611
"20","Armoured Fighting Vehicles","BTR-82A(M)","Damaged","Russia",NA,2023-11-19,"Korsunka","https://i.postimg.cc/gkG2Djvk/1004-btr82-dam-20-11-23.jpg","https://t.me/WarArchive_ua/7658","46.753265,33.198716","Loitering","Russia","Armor",46.753265,33.198716
"21","Armoured Fighting Vehicles","BMD-2","Destroyed","Russia","328th Air Assault Regiment",2023-12-11,"Krynky","https://i.postimg.cc/dVmKpXL3/1003-bmd2-destr-11-12-23.jpg","https://t.me/lost_warinua/59424","46.730139,33.077639","V","Russia","Armor",46.730139,33.077639
"22","Armoured Fighting Vehicles","BMD-2","Destroyed","Russia","328th Air Assault Regiment",2023-12-08,"Krynky","https://i.postimg.cc/FHfPD5SD/1008-bmd2-destr-08-12-23.jpg","https://t.me/lost_warinua/59111","46.728972,33.074639","V","Russia","Armor",46.728972,33.074639
"23","Armoured Fighting Vehicles","BMD-2","Destroyed","Russia","328th Air Assault Regiment",2023-12-06,"Krynky","https://i.postimg.cc/hGDNs3Sj/1000-bmd2-and-bmd4-destr-08-12-23.jpg","https://t.me/lost_warinua/58986","46.710333,33.08125","Shattered,Turretless,O,V,Loitering","Russia","Armor",46.710333,33.08125
"24","Armoured Fighting Vehicles","BMD-4M","Destroyed","Russia","VDV",2024-02-16,"Krynky","https://i.postimg.cc/wvKr7vZV/1000-bmd4m-destr-16-02-24.jpg","https://t.me/lost_warinua/65770",NA,"Turretless,Shattered","Russia","Armor",NA,NA
"25","Armoured Fighting Vehicles","BMD-4M","Destroyed","Russia","VDV",2024-01-22,"Krynky","https://i.postimg.cc/zDWFcDyw/1065-2x-bmd4-destr-22-01-24.jpg","https://t.me/lost_warinua/63244","46.726278,33.070222","V","Russia","Armor",46.726278,33.070222
"26","Armoured Fighting Vehicles","BMD-4M","Destroyed","Russia","VDV",2024-01-22,"Krynky","https://i.postimg.cc/zDWFcDyw/1065-2x-bmd4-destr-22-01-24.jpg","https://t.me/lost_warinua/63240","46.725917,33.070250","Turretless","Russia","Armor",46.725917,33.07025
"27","Armoured Fighting Vehicles","BMD-4M","Destroyed","Russia","328th Air Assault Regiment",2023-12-19,"Krynky","https://i.postimg.cc/yNnFQGzB/1035-BMD-4-M-destr-19-12-23.jpg","https://t.me/robert_magyar/753",NA,"Turretless,Shattered,Loitering,Z,V","Russia","Armor",NA,NA
"28","Armoured Fighting Vehicles","BMD-4M","Destroyed","Russia","328th Air Assault Regiment",2023-12-09,"Krynky","https://i.postimg.cc/MTjf8RN9/1057-BMD-4-M-destr-09-12-23.jpg","https://t.me/robert_magyar/724","46.726139,33.070222","Turretless,V","Russia","Armor",46.726139,33.070222
"29","Armoured Fighting Vehicles","BMD-4M","Destroyed","Russia","328th Air Assault Regiment",2023-12-09,"Krynky","https://i.postimg.cc/PqsMyLT5/1010-bmd4-destr-09-12-23.jpg","https://t.me/lost_warinua/59157","46.726417,33.070222","Turretless,Shattered","Russia","Armor",46.726417,33.070222
"30","Armoured Fighting Vehicles","BMD-4M","Destroyed","Russia","328th Air Assault Regiment",2023-12-08,"Krynky","https://i.postimg.cc/d1F4shxx/1007-bmd4-destr-08-12-23.jpg","https://t.me/lost_warinua/59104","46.727194,33.070389","Turretless,Shattered","Russia","Armor",46.727194,33.070389
"31","Armoured Fighting Vehicles","BMD-4M","Destroyed","Russia","328th Air Assault Regiment",2023-12-08,"Krynky","https://i.postimg.cc/htH2Yybg/1006-bmd2-destr-08-12-23.jpg","https://t.me/lost_warinua/59094","46.728639,33.075528","Turretless","Russia","Armor",46.728639,33.075528
"32","Armoured Fighting Vehicles","BMD-4M","Destroyed","Russia","328th Air Assault Regiment",2023-12-06,"Krynky","https://i.postimg.cc/nz1TCH8c/1011-bmd4-destr-08-12-23.jpg","https://t.me/lost_warinua/59089","46.710333,33.079972","Turretless,Shattered","Russia","Armor",46.710333,33.079972
"33","Armoured Fighting Vehicles","BMD-4M","Destroyed","Russia","328th Air Assault Regiment",2023-12-06,"Krynky","https://i.postimg.cc/hGDNs3Sj/1000-bmd2-and-bmd4-destr-08-12-23.jpg","https://t.me/lost_warinua/58986","46.710333,33.08125","Turretless,Shattered,V,Loitering","Russia","Armor",46.710333,33.08125
"34","Armoured Fighting Vehicles","BMD-4M","Destroyed","Russia","328th Air Assault Regiment",2023-12-05,"Krynky","https://i.postimg.cc/FRrqMNHx/1037-bmd4m-destr-05-12-23.jpg","https://t.me/lost_warinua/58844","46.719917,33.072528",NA,"Russia","Armor",46.719917,33.072528
"35","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2024-02-16,"Krynky","https://i.postimg.cc/dtXjqfzR/1002-bmp2-destr-16-02-24.jpg","https://t.me/lost_warinua/65724","46.71768,33.11225",NA,"Russia","Armor",46.71768,33.11225
"36","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2024-01-28,"Korsunka","https://i.postimg.cc/tgfJxKK6/1126-bmp2-destr-28-01-24.jpg","https://t.me/robert_magyar/796","46.760114,33.175626","Loitering,∆","Russia","Armor",46.760114,33.175626
"37","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2024-01-26,"Krynky","https://i.postimg.cc/1XcDKx0K/1002-bmp2-destr-26-01-24.jpg","https://t.me/lost_warinua/63577","46.731583,33.083361","PL-1","Russia","Armor",46.731583,33.083361
"38","Armoured Fighting Vehicles","BMP-3","Destroyed","Russia",NA,2024-03-22,"Krynky","https://i.postimg.cc/Vv7D2nCB/1028-BMP-3-destr-22-03-24.jpg","https://t.me/lost_warinua/70234",NA,"Turretless,Loitering,Shattered","Russia","Armor",NA,NA
"39","Armoured Fighting Vehicles","BMP-3","Destroyed","Russia",NA,2024-01-26,"Krynky","https://i.postimg.cc/9MMgtpHB/1038-bmp3-destr-08-02-24.jpg","https://t.me/lost_warinua/64903",NA,"Turretless","Russia","Armor",NA,NA
"40","Armoured Fighting Vehicles","BMP-3 688A-sb6-2KP","Destroyed","Russia",NA,2024-01-17,"Krynky","https://i.postimg.cc/QCpg9m2Y/1066-bmp3-destr-22-01-24.jpg","https://t.me/lost_warinua/63254","46.734806,33.089972",NA,"Russia","Armor",46.734806,33.089972
"41","Armoured Fighting Vehicles","BMP-3 688A-sb6-2KP","Destroyed","Russia",NA,2024-01-09,"Krynky","https://twitter.com/NOELreports/status/1744763835385299009","https://t.me/robert_magyar/779","46.736239,33.097734","Loitering,Turretless","Russia","Armor",46.736239,33.097734
"42","Armoured Fighting Vehicles","BMP-3 or BMD-4M","Destroyed","Russia",NA,2023-10-30,"Novi Laheri","https://i.postimg.cc/pdB3BrhP/1026-BMP-3-or-BMD-4-M-destr-29-01-24.jpg","https://twitter.com/OSINTua/status/1754577175045435663/","46.731508,33.188984","Turretless,Shattered","Russia","Armor",46.731508,33.188984
"43","Armoured Fighting Vehicles","BTR-80","Destroyed","Russia",NA,2023-12-10,"Kherson oblast",NA,"https://t.me/lost_warinua/59209",NA,NA,"Russia","Armor",NA,NA
"44","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2024-04-22,"Krynky","https://i.postimg.cc/SxcFPVZQ/1031-btr82a-22-04-24.jpg","https://t.me/lost_warinua/75349",NA,"Turretless,Shattered","Russia","Armor",NA,NA
"45","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2024-03-17,"Kherson oblast","https://i.postimg.cc/8zXQ2Tzx/1065-btr82a-destr-17-03-24.jpg","https://t.me/lost_warinua/69459",NA,NA,"Russia","Armor",NA,NA
"46","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2024-03-07,"Pidstepne","https://i.postimg.cc/253Wqjb3/1046-btr82a-destr-07-03-24.jpg","https://www.youtube.com/watch?v=X9rL6BzbL30&rco=1&ab_channel=%D0%91%D0%BE%D1%94%D1%86%D1%8C%D0%90%D0%A2%D0%9E","46.690051,32.880304",NA,"Russia","Armor",46.690051,32.880304
"47","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2024-03-07,"Pidstepne","https://i.postimg.cc/x16HTNdW/1045-btr82a-destr-07-03-24.jpg","https://www.youtube.com/watch?v=X9rL6BzbL30&rco=1&ab_channel=%D0%91%D0%BE%D1%94%D1%86%D1%8C%D0%90%D0%A2%D0%9E","46.688786,32.878801",NA,"Russia","Armor",46.688786,32.878801
"48","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia","810th Separate Naval Infantry Brigade",2024-01-29,"Krynky","https://i.postimg.cc/XvWTFdv2/1025-btr82a-destr-29-01-24.jpg","https://t.me/lost_warinua/64753","46.72974,33.07681",NA,"Russia","Armor",46.72974,33.07681
"49","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2024-01-29,"Krynky","https://i.postimg.cc/wMY5rzJC/1016-btr82at-destr-29-01-24.jpg","https://t.me/steelhornets/201","46.742361,33.104889","Z","Russia","Armor",46.742361,33.104889
"50","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2024-01-18,"Krynky","https://i.postimg.cc/PfQJS9R4/1074-btr82a-destr-18-01-24.jpg","https://t.me/lost_warinua/63000","46.747031,33.123037","Loitering,Improvised","Russia","Armor",46.747031,33.123037
"51","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2024-01-15,"Krynky","https://i.postimg.cc/FHB7jSBX/1055-btr82a-destr-15-01-24.jpg","https://t.me/lost_warinua/62842","46.714528,33.127694",NA,"Russia","Armor",46.714528,33.127694
"52","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2024-01-09,"Krynky","https://twitter.com/bayraktar_1love/status/1720163629692027217","https://t.me/robert_magyar/779","46.735333,33.091639","Loitering,Z","Russia","Armor",46.735333,33.091639
"53","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2024-01-01,"Krynky","https://i.postimg.cc/pXkZhKZR/1009-btr82a-destr-04-01-23.jpg","https://t.me/lost_warinua/61352","46.699556,33.122833","Turretless,V,Z","Russia","Armor",46.699556,33.122833
"54","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-12-27,"Krynky","https://i.postimg.cc/qRNznjmN/1036-btr82a-destr-27-12-23.jpg","https://t.me/robert_magyar/766","46.736722,33.108167","Z,Loitering","Russia","Armor",46.736722,33.108167
"55","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-12-15,"Krynky","https://i.postimg.cc/GtjK0q2K/1023-btr82a-destr-15-12-23.jpg","https://t.me/lost_warinua/59710","46.739667,33.098222","Turretless","Russia","Armor",46.739667,33.098222
"56","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-12-12,"Krynky",NA,"https://t.me/robert_magyar/733","46.741407505279795,33.106923679660895","Loitering","Russia","Armor",46.7414075052798,33.1069236796609
"57","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-12-12,"Krynky","https://i.postimg.cc/JzFqWy1f/1018-btr82a-destr-12-12-23.jpg","https://t.me/robert_magyar/733","46.73860440261295,33.09902664112701","Loitering","Russia","Armor",46.7386044026129,33.099026641127
"58","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-12-11,"Krynky","https://i.postimg.cc/L8ZTjkdW/1023-btr82a-destr-09-12-23.jpg","https://t.me/robert_magyar/730","46.727188977457146,33.146742897637594",NA,"Russia","Armor",46.7271889774571,33.1467428976376
"59","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-12-11,"Krynky","https://i.postimg.cc/SNPdXTP8/1022-btr82a-destr-09-12-23.jpg","https://t.me/robert_magyar/730","46.730667,33.144528","Loitering,Z","Russia","Armor",46.730667,33.144528
"60","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-12-11,"Krynky","https://i.postimg.cc/wjF915FX/1022-btr82a-destr-09-12-23.jpg","https://t.me/robert_magyar/730","46.73879254847549,33.10013449466828","Loitering","Russia","Armor",46.7387925484755,33.1001344946683
"61","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-12-10,"Krynky","https://i.postimg.cc/02jZyRVP/1026-btr82a-destr-10-12-23.jpg","https://t.me/robert_magyar/725",NA,"Loitering,Jammer","Russia","Armor",NA,NA
"62","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-12-09,"Krynky","https://i.postimg.cc/qqfXvS5C/1063-btr82a-destr-21-01-24.jpg","https://t.me/lost_warinua/63277","46.72504,33.136","Z","Russia","Armor",46.72504,33.136
"63","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-12-06,"Krynky",NA,"https://t.me/lost_warinua/59001","46.754139,33.143278","Loitering","Russia","Armor",46.754139,33.143278
"64","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-12-05,"Krynky","https://i.postimg.cc/Xvds6fQ5/1009-btr82a-destr-08-12-23.jpg","https://t.me/lost_warinua/58848",NA,"Z","Russia","Armor",NA,NA
"65","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-12-03,"Kherson oblast","https://twitter.com/NOELreports/status/1731432526881702002","https://twitter.com/NOELreports/status/1731432526881702002",NA,"Turretless,Loitering","Russia","Armor",NA,NA
"66","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-25,"Krynky","https://i.postimg.cc/9FGLgBFC/1048-btr82a-destr-25-11-23.jpg","https://t.me/lost_warinua/57619","46.749083,33.129","Loitering","Russia","Armor",46.749083,33.129
"67","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-24,"Krynky","https://i.postimg.cc/XNBHdbRZ/1049-btr82a-destr-24-11-23.jpg","https://t.me/lost_warinua/57493","46.722944,33.075806","Loitering","Russia","Armor",46.722944,33.075806
"68","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-16,"Krynky","https://i.postimg.cc/2jgsH3Vc/1033-btr82a-destr-16-11-23.jpg","https://t.me/lost_warinua/56801",NA,"Turretless","Russia","Armor",NA,NA
"69","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-10,"Krynky","https://i.postimg.cc/j5GfhQPk/1024-BTR-82-A-destr-10-11-23.jpg","https://t.me/lost_warinua/56278",NA,"Turretless,Z,Shattered","Russia","Armor",NA,NA
"70","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-05,"Korsunka","https://twitter.com/NOELreports/status/1731432526881702002","https://t.me/lost_warinua/55819","46.759389,33.202056","Shattered,Turretless","Russia","Armor",46.759389,33.202056
"71","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-04,"Krynky","https://i.postimg.cc/vH26D35B/1034-2x-btr82a-destr-04-11-23.jpg","https://t.me/lost_warinua/55610","46.738333,33.098611","Z,V,Loitering,O","Russia","Armor",46.738333,33.098611
"72","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-04,"Krynky","https://i.postimg.cc/vH26D35B/1034-2x-btr82a-destr-04-11-23.jpg","https://t.me/lost_warinua/55604","46.738333,33.098611","Turretless,Loitering","Russia","Armor",46.738333,33.098611
"73","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-02,"Korsunka","https://twitter.com/bayraktar_1love/status/1720163629692027217","https://t.me/lost_warinua/55297","46.754083,33.195722","Turretless,Z,Loitering","Russia","Armor",46.754083,33.195722
"74","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-02,"Korsunka","https://twitter.com/bayraktar_1love/status/1720163629692027217","https://t.me/lost_warinua/55290","46.754083,33.197194","Loitering","Russia","Armor",46.754083,33.197194
"75","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-02,"Korsunka",NA,"https://t.me/lost_warinua/55286","46.754722,33.198361","Loitering","Russia","Armor",46.754722,33.198361
"76","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-02,"Korsunka","https://twitter.com/bayraktar_1love/status/1720163629692027217","https://t.me/lost_warinua/55278","46.74525,33.200778","Turretless,Loitering","Russia","Armor",46.74525,33.200778
"77","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-01,"Korsunka",NA,"https://t.me/lost_warinua/55109","46.7589,33.19709","Loitering","Russia","Armor",46.7589,33.19709
"78","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-01,"Krynky","https://twitter.com/wartranslated/status/1720000649419534626","https://t.me/lost_warinua/55100","46.74903,33.1292","Loitering,Turretless","Russia","Armor",46.74903,33.1292
"79","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-01,"Krynky","https://twitter.com/wartranslated/status/1720000649419534626","https://t.me/lost_warinua/55090","46.73959,33.10325","V,Loitering","Russia","Armor",46.73959,33.10325
"80","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-10-29,"Krynky","https://i.postimg.cc/8cy50k7R/1015-btr82a-destr-29-10-23.jpg","https://t.me/lost_warinua/54709","46.738028,33.098056","Loitering","Russia","Armor",46.738028,33.098056
"81","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-10-29,"Korsunka","https://i.postimg.cc/zvDv7HGD/1014-btr82a-destr-29-10-23.jpg","https://t.me/lost_warinua/54703","46.745972,33.200611",NA,"Russia","Armor",46.745972,33.200611
"82","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-10-19,"Poima","https://i.postimg.cc/RVjxTYV6/1033-btr82a-destr-20-10-23.jpg","https://t.me/lost_warinua/53313","46.598714,32.868536",NA,"Russia","Armor",46.598714,32.868536
"83","Armoured Fighting Vehicles","BTR-82AT","Destroyed","Russia",NA,2024-03-27,"Krynky","https://i.postimg.cc/fbrmVqJW/1026-BTR-82-AT-destr-27-03-24.jpg","https://t.me/lost_warinua/70762",NA,"∆","Russia","Armor",NA,NA
"84","Armoured Fighting Vehicles","BTR-82AT","Destroyed","Russia",NA,2024-02-04,"Krynky","https://i.postimg.cc/0jh4NJ30/1002-BTR-82-AT-destr-04-02-24.jpg","https://t.me/lost_warinua/64727","46.726472,33.068028","∆,Loitering","Russia","Armor",46.726472,33.068028
"85","Armoured Fighting Vehicles","BTR-82AT","Destroyed","Russia",NA,2024-01-22,"Krynky","https://i.postimg.cc/SRqMRT0Y/1040-BTR-82-AT-destr-22-01-24.jpg","https://t.me/lost_warinua/63249",NA,NA,"Russia","Armor",NA,NA
"86","Armoured Fighting Vehicles","BTR-82AT","Destroyed","Russia",NA,2024-01-06,"Krynky","https://i.postimg.cc/8P6S1DDC/1022-btr82a-destr-07-01-24.jpg","https://t.me/robert_magyar/776","46.726528,33.068361",NA,"Russia","Armor",46.726528,33.068361
"87","Armoured Fighting Vehicles","BTR-82AT","Destroyed","Russia",NA,2024-01-04,"Krynky","https://i.postimg.cc/sxsY12GM/1027-BTR-82-AT-destr-04-01-24.jpg","https://t.me/lost_warinua/61681","46.72375,33.061083","Loitering,∆","Russia","Armor",46.72375,33.061083
"88","Armoured Fighting Vehicles","BTR-82AT","Destroyed","Russia",NA,2024-01-03,"Kozachi Laheri","https://i.postimg.cc/s2G9NqRg/1024-BTR-82-AT-destr-03-01-24.jpg","https://t.me/robert_magyar/774","46.706246,33.003346",NA,"Russia","Armor",46.706246,33.003346
"89","Armoured Fighting Vehicles","BTR-D","Destroyed","Russia","328th Air Assault Regiment",2023-11-16,"Krynky","https://i.postimg.cc/bvMjrkfd/1056-btr-d-destr-16-11-23.jpg","https://t.me/lost_warinua/56813","46.704028,33.110139","V","Russia","Armor",46.704028,33.110139
"90","Armoured Fighting Vehicles","BTR-MDM 'Rakushka'","Destroyed","Russia","VDV",2024-02-01,"Krynky","https://i.postimg.cc/HxnypwF9/1000-BTR-MDM-Rakushka-destr-01-02-24.jpg","https://t.me/lost_warinua/64415",NA,"Z","Russia","Armor",NA,NA
"91","Armoured Fighting Vehicles","Unknown IFV","Destroyed","Russia",NA,2023-11-19,"Tarasivka","https://i.postimg.cc/GpqZxrVq/1007-unkn-vehicle-destr-19-11-23.jpg","https://t.me/flyingskull/76","46.424611,33.056278",NA,"Russia","Armor",46.424611,33.056278
"92","Command Vehicles","1V18 'Klyon-1' artillery command vehicle (for 1V17 'Mashina-B' fire control system)","Destroyed","Russia",NA,2024-04-16,"Hola Prystan","https://i.postimg.cc/jdJwYXft/1028-1-V18-Klyon-1-artillery-command-vehicle-destr-16-04-24.jpg","https://t.me/lost_warinua/73609","46.526305,32.553971",NA,"Russia","Command Vehicles",46.526305,32.553971
"93","Command Vehicles","APE-5 command post","Destroyed","Russia",NA,2023-12-19,"Kherson oblast","https://imgur.com/XezWkzY","https://t.me/lost_warinua/60167",NA,"KUNG","Russia","Command Vehicles",NA,NA
"94","Command Vehicles","MPUS-K mobile command post","Destroyed","Russia",NA,2023-11-29,"Nova Maiachka","https://i.postimg.cc/PxWY9TZ8/1008-MPUS-K-destr-29-11-23.jpg","https://t.me/lost_warinua/57973","46.60737,33.24981","KUNG","Russia","Command Vehicles",46.60737,33.24981
"95","Drones","Orlan-10'","Destroyed","Russia",NA,2023-11-13,"Kherson oblast","https://i.postimg.cc/2S0x4x6j/1052-Orlan-10-UAV-destr-13-11-23.jpg","https://t.me/lost_warinua/56541",NA,"Shattered","Russia","Drones",NA,NA
