"","Type","Model","Status","Lost by","Unit","Date","Nearest location","Oryx URL","Source","Geolocation","Tags","Country","GeneralType","lat","lng"
"13","Armoured Fighting Vehicles","BMP-1AM","Abandoned","Russia",NA,2023-10-12,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/wx5Vnw3G/1052-bmp1am-dam-aband-12-10-23.jpg","https://twitter.com/OSINTua/status/1717624038615355565","48.21090243162336,37.72301859502789","Damaged","Russia","Armor",48.2109024316234,37.7230185950279
"14","Armoured Fighting Vehicles","BMP-1P","Abandoned","Russia",NA,2023-12-04,"Mariinka","https://i.postimg.cc/tgfDdtqb/1015-unkn-bmp-destr-04-12-23.jpg","https://t.me/lost_warinua/58485","47.9584189,37.5103620","Z,Cope cage","Russia","Armor",47.9584189,37.510362
"15","Armoured Fighting Vehicles","BMP-1P","Abandoned","Russia",NA,2023-11-10,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/RZ9c8R8k/1001-bmp1-dam-aband-10-11-23.jpg","https://t.me/SBUkr/10340","48.19202137429071,37.72238342753275","Damaged,Loitering","Russia","Armor",48.1920213742907,37.7223834275327
"16","Armoured Fighting Vehicles","BMP-1P","Abandoned","Russia","39th Separate Motor Rifle Brigade",2023-11-06,"Novomykhailivka","https://i.postimg.cc/CxMnZsGG/1002-bmp1-dam-aband-06-11-23.jpg","https://t.me/ua_dshv/1746","47.83102,37.48845","V,Cope cage,Damaged,☐","Russia","Armor",47.83102,37.48845
"17","Armoured Fighting Vehicles","BMP-1P","Abandoned","Russia","1st Separate Motor Rifle Brigade (DNR)",2023-10-31,"Sieverne","https://i.postimg.cc/HnPSzzXX/1028-1x-t64bv-1x-bmp1-destr-bmp1-aband-31-10-23.jpg","https://twitter.com/OSINTua/status/1719405081685114940","48.11242449900839,37.680614113228316","Z,Cope cage,Damaged","Russia","Armor",48.1124244990084,37.6806141132283
"18","Armoured Fighting Vehicles","BMP-1P","Abandoned","Russia",NA,2023-10-31,"Sieverne","https://i.postimg.cc/L4brFcyz/1021-bmp1-aband-31-10-23.jpg","https://twitter.com/OSINTua/status/1719405081685114940",NA,"Z,Damaged","Russia","Armor",NA,NA
"19","Armoured Fighting Vehicles","BMP-1P","Abandoned","Russia",NA,2023-10-19,"Avdiivka","https://i.postimg.cc/QdJRqzw3/1019-bmp1-aband-03-12-23.jpg","https://twitter.com/OSINTua/status/1731359380379992564","48.1903674,37.7026069","Z,O,Damaged","Russia","Armor",48.1903674,37.7026069
"20","Armoured Fighting Vehicles","BMP-1P","Abandoned","Russia",NA,2023-10-19,"Avdiivka","https://i.postimg.cc/9Xv5XZZv/1018-bmp1-dam-aband-03-12-23.jpg","https://twitter.com/OSINTua/status/1731359380379992564","48.1905969,37.7008925","V,Damaged","Russia","Armor",48.1905969,37.7008925
"21","Armoured Fighting Vehicles","BMP-1P","Abandoned","Russia",NA,2023-10-19,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/2Sr4scV3/1049-1x-destr-1x-aband-t72b-obr-2022-1x-unkn-t72-dam-aband-1x-bmp1-destr-2x-bmp2-destr.jpg","https://t.me/BUAR110ombr/139","48.1980632,37.7080186","Cope cage,Damaged","Russia","Armor",48.1980632,37.7080186
"22","Armoured Fighting Vehicles","BMP-1P","Abandoned","Russia",NA,2023-10-12,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/9fnw5pbq/1056-bmp1-dam-aband-12-10-23.jpg","https://t.me/operativnoZSU/120223","48.19020197,37.71829590","Damaged","Russia","Armor",48.19020197,37.7182959
"23","Armoured Fighting Vehicles","BMP-1P","Abandoned","Russia",NA,2023-10-10,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/FKxtNsb3/1041-bmp1-dam-aband-18-10-23.jpg","https://t.me/lost_warinua/53259","48.192722,37.726111","Damaged","Russia","Armor",48.192722,37.726111
"24","Armoured Fighting Vehicles","BMP-1P","Abandoned","Russia","114th Separate Motor Rifle Brigade (DNR)",2023-10-10,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/pVfdgvbT/1005-2x-bmp1-and-btr82a-destr-12-10-23.jpg","https://t.me/operativnoZSU/118492","48.192373,37.727124","Damaged","Russia","Armor",48.192373,37.727124
"25","Armoured Fighting Vehicles","BMP-2 675-sb3KDZ","Abandoned","Russia",NA,2023-10-10,"Pervomaiske","https://twitter.com/UAWeapons/status/1712552062364561824","https://t.me/lost_warinua/53069","48.069744,37.635020","Damaged","Russia","Armor",48.069744,37.63502
"26","Armoured Fighting Vehicles","BMP-2 675-sb3KDZ","Abandoned","Russia",NA,2023-10-10,"Pervomaiske","https://twitter.com/UAWeapons/status/1712552062364561824","https://t.me/lost_warinua/53069","48.069806,37.635","Damaged","Russia","Armor",48.069806,37.635
"27","Armoured Fighting Vehicles","BMP-2(K)","Abandoned","Russia",NA,2023-10-31,"Sieverne","https://i.postimg.cc/pTd1gCzG/1032-Abandoned-Russian-BMP-2-31-10-23.jpg","https://twitter.com/OSINTua/status/1719405081685114940",NA,"Damaged","Russia","Armor",NA,NA
"28","Armoured Fighting Vehicles","BMP-2(K)","Abandoned","Russia",NA,2023-10-31,"Sieverne","https://i.postimg.cc/TP047FL5/1031-Abandoned-Russian-BMP-2-31-10-23.jpg","https://twitter.com/OSINTua/status/1719405081685114940","48.1061181,37.6323358","Damaged","Russia","Armor",48.1061181,37.6323358
"29","Armoured Fighting Vehicles","BMP-2(K)","Abandoned","Russia",NA,2023-10-19,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/sxqKXn8h/1045-bmp2-dam-aband-19-10-23.jpg","https://t.me/BUAR110ombr/139","48.1992782,37.7075225","Damaged","Russia","Armor",48.1992782,37.7075225
"30","Armoured Fighting Vehicles","BRM-1(K) reconnaissance vehicle","Abandoned","Russia",NA,2023-11-10,"Vodiane","https://i.postimg.cc/XNRKK3g7/1010-1x-destr-2x-dam-aband-bmp2-11-11-23.jpg","https://t.me/lost_warinua/56266","48.11369348,37.67733562","Z,Cope cage,Damaged","Russia","Armor",48.11369348,37.67733562
"31","Armoured Fighting Vehicles","BTR-80","Abandoned","Russia",NA,2023-10-31,"Sieverne","https://i.postimg.cc/t47ZnjXB/1016-MT-LB-btr80-destr-31-10-23.jpg","https://twitter.com/OSINTua/status/1719405081685114940",NA,"Z,Damaged","Russia","Armor",NA,NA
"32","Armoured Fighting Vehicles","BTR-80","Abandoned","Russia",NA,2023-10-19,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/sggTN8y2/1010-mtlb-destr-btr80-dam-aband-05-11-23.jpg","https://t.me/pidrozdilshadow/1271","48.2033393,37.7018808","Damaged","Russia","Armor",48.2033393,37.7018808
"33","Armoured Fighting Vehicles","BTR-80","Abandoned","Russia",NA,2023-10-19,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/Z5Hr48dH/1010-1x-mtlb-1x-bmp1-2x-bmp2-1x-btr82a-1x-btr80-destr-20-10-23.jpg","https://t.me/lost_warinua/53518","48.2099153,37.7057238","Turretless,Damaged","Russia","Armor",48.2099153,37.7057238
"34","Armoured Fighting Vehicles","BTR-80 or 82","Abandoned","Russia",NA,2023-12-15,"Stepove",NA,"https://t.me/WarArchive_ua/8503","48.196806,37.682873",NA,"Russia","Armor",48.196806,37.682873
"35","Armoured Fighting Vehicles","BTR-80 or 82","Abandoned","Russia",NA,2023-10-23,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/JzfG5tGJ/1027-btr82-aband-23-10-23.jpg","https://www.facebook.com/100007635584684/posts/pfbid02jeCF9hTeLXqL7qc5jiZL1npCNnCW8x1v92BW8PQDMaqfbyFDcrCSZgGegAjyTNBil/?app=fbl","48.2103462,37.7050612",NA,"Russia","Armor",48.2103462,37.7050612
"36","Armoured Fighting Vehicles","BTR-82A(M)","Abandoned","Russia",NA,2023-12-04,"Stepove","https://i.postimg.cc/pVC5M26b/1008-btr82a-aband-04-12-23.jpg","https://t.me/DeepStateUA/18210","48.1991359,37.6922376",NA,"Russia","Armor",48.1991359,37.6922376
"37","Armoured Fighting Vehicles","BTR-82A(M)","Abandoned","Russia",NA,2023-12-04,"Stepove","https://i.postimg.cc/501yDG52/1009-btr82a-aband-04-12-23.jpg","https://t.me/DeepStateUA/18210","48.199126812516795,37.692402906132685","Damaged","Russia","Armor",48.1991268125168,37.6924029061327
"38","Armoured Fighting Vehicles","BTR-82A(M)","Abandoned","Russia",NA,2023-11-25,"Stepove","https://i.postimg.cc/hj626ydP/1046-btr82a-dam-aband-25-11-23.jpg","https://t.me/flyingskull/82",NA,"Damaged,Loitering","Russia","Armor",NA,NA
"39","Armoured Fighting Vehicles","BTR-82A(M)","Abandoned","Russia","15th Separate Motor Rifle Brigade",2023-10-19,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/BQtbW2FH/1049-btr82a-dam-aband-19-10-23.jpg","https://t.me/lost_warinua/53593","48.2097657,37.6914199","Damaged","Russia","Armor",48.2097657,37.6914199
"40","Armoured Fighting Vehicles","BTR-90","Abandoned","Russia",NA,2023-10-22,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/J7JbkV0G/1033-btr90-dam-aband-22-10-23.jpg","https://www.youtube.com/watch?v=UPOWXW7Alj0","48.19560515572009,37.72648747261524","V,Damaged","Russia","Armor",48.1956051557201,37.7264874726152
"41","Armoured Fighting Vehicles","MT-LB","Abandoned","Russia",NA,2023-11-28,"Stepove","https://i.postimg.cc/44cxsJjN/1024-mtlb-dam-aband-03-12-23.jpg","https://twitter.com/OSINTua/status/1731359380379992564","48.2026672,37.6899505","Cope cage,Damaged","Russia","Armor",48.2026672,37.6899505
"42","Armoured Fighting Vehicles","MT-LB","Abandoned","Russia",NA,2023-11-15,"Vodiane","https://i.postimg.cc/QdL09cQz/1033-mtlb-dam-aband-15-11-23.jpg","https://t.me/lost_warinua/56652","48.1205441,37.6785708","Cope cage,Damaged","Russia","Armor",48.1205441,37.6785708
"43","Armoured Fighting Vehicles","MT-LB","Abandoned","Russia",NA,2023-10-31,"Sieverne","https://i.postimg.cc/13TgpjXs/1029-mtlb-aband-31-10-23.jpg","https://twitter.com/OSINTua/status/1719405081685114940",NA,"Damaged","Russia","Armor",NA,NA
"44","Armoured Fighting Vehicles","MT-LB","Abandoned","Russia",NA,2023-10-31,"Vodiane","https://i.postimg.cc/2ywbhjbK/1024-MT-LB-aband-31-10-23.jpg","https://twitter.com/OSINTua/status/1719405081685114940","48.10519127,37.69130347","Cope cage","Russia","Armor",48.10519127,37.69130347
"45","Armoured Fighting Vehicles","MT-LB","Abandoned","Russia","114th Separate Motor Rifle Brigade (DNR)",2023-10-10,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/mZdv5yry/1032-MT-LB-aband-10-10-23.jpg","https://t.me/lost_warinua/52682","48.19004335,37.71754836","Z,Damaged","Russia","Armor",48.19004335,37.71754836
"46","Armoured Fighting Vehicles","MT-LB","Abandoned","Russia","39th Separate Motor Rifle Brigade",2023-10-10,"Novomykhailivka","https://twitter.com/UAWeapons/status/1712147257338867867","https://t.me/lost_warinua/52296","47.819798,37.475971","V,Damaged,☐","Russia","Armor",47.819798,37.475971
"47","Armoured Fighting Vehicles","MT-LB","Abandoned","Russia","39th Separate Motor Rifle Brigade",2023-10-10,"Novomykhailivka","https://twitter.com/UAWeapons/status/1712147257338867867","https://t.me/lost_warinua/52296","47.819826,37.475904","Damaged","Russia","Armor",47.819826,37.475904
"48","Armoured Fighting Vehicles","MT-LB M1980 'Blade'","Abandoned","Russia",NA,2023-11-11,"Vodiane","https://i.postimg.cc/HkHCNnxX/1016-mtlb-destr-11-11-23.jpg","https://twitter.com/OSINTua/status/1723750449998659768/photo/1","48.11372892,37.67725968","Z,Damaged","Russia","Armor",48.11372892,37.67725968
"49","Armoured Fighting Vehicles","BTR-80","Damaged","Russia",NA,2023-10-14,"Verkhniotoretske","https://i.postimg.cc/05mySw8r/1022-btr80-dam-13-10-23.jpg","https://twitter.com/jabuttee/status/1712994323657007543","48.218403,37.873944",NA,"Russia","Armor",48.218403,37.873944
"50","Armoured Fighting Vehicles","BTR-82A(M)","Damaged","Russia","15th Separate Motor Rifle Brigade",2023-10-19,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/GtWQTQdL/1042-BTR-82-A-dam-19-10-23.jpg","https://twitter.com/TonyaLevchuk/status/1716129647564382654",NA,NA,"Russia","Armor",NA,NA
"51","Armoured Fighting Vehicles","MT-LB","Damaged","Russia",NA,2023-11-10,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/Gt5vsxt2/1000-mtlb-dam-aband-10-11-23.jpg","https://t.me/SBUkr/10340","48.191556,37.727361","Z,Loitering","Russia","Armor",48.191556,37.727361
"52","Armoured Fighting Vehicles","MT-LB","Damaged","Russia",NA,2023-11-01,"Stepove","https://i.postimg.cc/6QbJThhf/1019-mtlb-dam-01-11-23.jpg","https://t.me/pidrozdilshadow/1162","48.204111255508074,37.69879702089231","Loitering","Russia","Armor",48.2041112555081,37.6987970208923
"53","Armoured Fighting Vehicles","MT-LB","Damaged","Russia",NA,2023-10-26,"Novomykhailivka","https://i.postimg.cc/V5QKdJTR/1024-mtlb-dam-aband-26-10-23.jpg","https://t.me/lost_warinua/54423","47.831722,37.531694",NA,"Russia","Armor",47.831722,37.531694
"54","Armoured Fighting Vehicles","MT-LB with ZU-23 AA gun","Damaged","Russia",NA,2023-11-01,"Pisky","https://i.postimg.cc/MZbjh5Pm/1008-mtlb-dam-01-11-23.jpg","https://t.me/inquisition59/24","48.06857,37.67136","Loitering","Russia","Armor",48.06857,37.67136
"55","Armoured Fighting Vehicles","BMP-1 or 2","Destroyed","Russia",NA,2023-12-15,"Stepove",NA,"https://t.me/WarArchive_ua/8503","48.196037,37.682516","Cope cage","Russia","Armor",48.196037,37.682516
"56","Armoured Fighting Vehicles","BMP-1 or 2","Destroyed","Russia",NA,2023-10-26,"Novomykhailivka","https://i.postimg.cc/PxHTPj9m/1025-unkn-bmp-destr-26-10-23.jpg","https://t.me/lost_warinua/54418","47.837806,37.507722","Flipped","Russia","Armor",47.837806,37.507722
"57","Armoured Fighting Vehicles","BMP-1 or 2","Destroyed","Russia",NA,2023-10-24,"Vesele","https://i.postimg.cc/D0zfLVx8/1022-3x-unkn-bmp-destr-30-10-23.jpg","https://t.me/lost_warinua/54829","48.191083,37.766139",NA,"Russia","Armor",48.191083,37.766139
"58","Armoured Fighting Vehicles","BMP-1 or 2","Destroyed","Russia",NA,2023-10-24,"Vesele","https://i.postimg.cc/D0zfLVx8/1022-3x-unkn-bmp-destr-30-10-23.jpg","https://t.me/lost_warinua/54825","48.191472,37.765611",NA,"Russia","Armor",48.191472,37.765611
"59","Armoured Fighting Vehicles","BMP-1 or 2","Destroyed","Russia",NA,2023-10-19,"Vesele","https://i.postimg.cc/D0zfLVx8/1022-3x-unkn-bmp-destr-30-10-23.jpg","https://t.me/BUAR110ombr/139","48.1897700330162,37.76419508753771",NA,"Russia","Armor",48.1897700330162,37.7641950875377
"60","Armoured Fighting Vehicles","BMP-1 or 2","Destroyed","Russia",NA,2023-10-10,"Pervomaiske","https://twitter.com/UAWeapons/status/1712552062364561824","https://t.me/pekhno_news/2507","48.069972,37.636250",NA,"Russia","Armor",48.069972,37.63625
"61","Armoured Fighting Vehicles","BMP-1AM","Destroyed","Russia",NA,2023-10-19,"Mariinka","https://i.postimg.cc/VN9wvFwS/1023-bmp1am-destr-19-10-23.jpg","https://t.me/lost_warinua/53466",NA,"Z","Russia","Armor",NA,NA
"62","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-12-06,"Novomykhailivka","https://i.postimg.cc/CMZpVmBG/1003-1x-bmp1-2x-bmp3-destr-06-12-23.jpg","https://t.me/lost_warinua/58870","47.850306,37.514111",NA,"Russia","Armor",47.850306,37.514111
"63","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-12-04,"Mariinka","https://i.postimg.cc/W3k85Fzk/1014-bmp2-765-destr-04-12-23.jpg","https://t.me/lost_warinua/58483","47.95808730425884,37.51926959471467","Cope cage","Russia","Armor",47.9580873042588,37.5192695947147
"64","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-11-28,"Vodiane","https://i.postimg.cc/9fxSyQ6B/1013-bmp1-destr-28-11-23.jpg","https://t.me/lost_warinua/57912","48.1128075,37.6849679",NA,"Russia","Armor",48.1128075,37.6849679
"65","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-11-18,"Vodiane","https://i.postimg.cc/BQcCBQMv/1053-bmp1-destr-18-11-23.jpg",NA,"48.11544682484453,37.67861559651814","Turretless,Z,Cope cage,Loitering","Russia","Armor",48.1154468248445,37.6786155965181
"66","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia","114th Separate Motor Rifle Brigade (DNR)",2023-11-11,"Vodiane","https://i.postimg.cc/63429vbb/1015-bmp1-destr-11-11-23.jpg","https://twitter.com/OSINTua/status/1723749399296151759","48.101239,37.676342",NA,"Russia","Armor",48.101239,37.676342
"67","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia","1st Separate Motor Rifle Brigade (DNR)",2023-11-11,"Vodiane","https://i.postimg.cc/XNRKK3g7/1010-1x-destr-2x-dam-aband-bmp2-11-11-23.jpg","https://twitter.com/OSINTua/status/1723750449998659768/photo/1","48.11343657,37.67749846","Z,Cope cage","Russia","Armor",48.11343657,37.67749846
"68","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-11-11,"Vodiane","https://i.postimg.cc/XNRKK3g7/1010-1x-destr-2x-dam-aband-bmp2-11-11-23.jpg","https://twitter.com/OSINTua/status/1723750449998659768/photo/1","48.114936,37.676624","Cope cage","Russia","Armor",48.114936,37.676624
"69","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-11-01,"Vodiane","https://i.postimg.cc/hvFJhtHD/1018-bmp1-destr-01-11-23.jpg","https://t.me/lost_warinua/57133","48.103806,37.620194","Turretless","Russia","Armor",48.103806,37.620194
"70","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia","1st Separate Motor Rifle Brigade (DNR)",2023-10-31,"Sieverne","https://i.postimg.cc/HnPSzzXX/1028-1x-t64bv-1x-bmp1-destr-bmp1-aband-31-10-23.jpg","https://twitter.com/OSINTua/status/1719405081685114940","48.112425,37.680703","Turretless,Shattered","Russia","Armor",48.112425,37.680703
"71","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-30,"Sieverne","https://i.postimg.cc/Cxwqjddd/1021-bmp1-destr-30-10-23.jpg","https://t.me/WarArchive_ua/6692","48.114949,37.677017","Cope cage,Loitering","Russia","Armor",48.114949,37.677017
"72","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia","1st Separate Motor Rifle Brigade (DNR)",2023-10-28,"Vodiane","https://i.postimg.cc/q7f7Y5v5/1013-bmp1-destr-30-10-23.jpg","https://t.me/WarArchive_ua/6714","48.10217282853409,37.684486530232256","Turretless","Russia","Armor",48.1021728285341,37.6844865302323
"73","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-27,"Novoselivka Druha","https://i.postimg.cc/658g7jLX/1018-bmp1-destr-26-10-23.jpg","https://t.me/lost_warinua/54477","48.19505,37.79019","Turretless,Z","Russia","Armor",48.19505,37.79019
"74","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-23,"Mariinka","https://i.postimg.cc/QCFznMGS/1020-bmp1-destr-23-10-23.jpg","https://t.me/lost_warinua/54051","47.957556,37.495694","Cope cage","Russia","Armor",47.957556,37.495694
"75","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-22,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/4N6c7pfr/1030-bmp1-destr-22-10-23.jpg","https://www.youtube.com/watch?v=UPOWXW7Alj0","48.206639,37.738861","Turretless","Russia","Armor",48.206639,37.738861
"76","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-22,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/dVnTnvT6/1037-bmp1-destr-22-10-23.jpg","https://www.facebook.com/NikolayKolesnyk/videos/633406825610039/","48.207852997673555,37.740652981938126","Cope cage","Russia","Armor",48.2078529976736,37.7406529819381
"77","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-22,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/pdXKtyt3/1038-bmp1-destr-22-10-23.jpg","https://www.facebook.com/NikolayKolesnyk/videos/633406825610039/","48.211162635730204,37.75402680303932","Turretless","Russia","Armor",48.2111626357302,37.7540268030393
"78","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-22,"Krasnohorivka (Mariinka hromada)","https://i.postimg.cc/g2PCfy8b/1045-bmp1-destr-22-10-23.jpg","https://t.me/lost_warinua/53898",NA,"Turretless,Cope cage,Loitering","Russia","Armor",NA,NA
"79","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-20,"Vodiane","https://i.postimg.cc/x88VsDzH/1027-bmp1am-and-bmp2-destr-19-10-23.jpg","https://t.me/lost_warinua/53601","48.10209,37.68277","Turretless","Russia","Armor",48.10209,37.68277
"80","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-20,"Vodiane","https://i.postimg.cc/x88VsDzH/1027-bmp1am-and-bmp2-destr-19-10-23.jpg","https://t.me/lost_warinua/53608","48.10182384485313,37.68424399571396","Flipped","Russia","Armor",48.1018238448531,37.684243995714
"81","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-19,"Avdiivka","https://i.postimg.cc/wv2T1xcC/1025-BMP-1-P-destr-27-10-23.jpg","https://t.me/BUAR110ombr/143","48.18774276805926,37.71073764162384","Turretless","Russia","Armor",48.1877427680593,37.7107376416238
"82","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia","114th Separate Motor Rifle Brigade (DNR)",2023-10-19,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/pVfdgvbT/1005-2x-bmp1-and-btr82a-destr-12-10-23.jpg","https://t.me/BUAR110ombr/139","48.192555,37.726949",NA,"Russia","Armor",48.192555,37.726949
"83","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-15,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/T3rkmZKZ/1032-unkn-bmp-destr-15-10-23.jpg","https://t.me/lost_warinua/54072","48.20941,37.72006","Turretless","Russia","Armor",48.20941,37.72006
"84","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-14,"Sieverne","https://i.postimg.cc/d3ky1ZS9/1011-bmp1-destr-16-10-23.jpg","https://t.me/lost_warinua/52993","48.111667,37.678000","Turretless,Z,Cope cage","Russia","Armor",48.111667,37.678
"85","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-12,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/bJFLpP52/1036-BMP-1-P-destr-12-10-23.jpg","https://twitter.com/OSINTua/status/1717624038615355565","48.21092772485361,37.72344749298232","Turretless","Russia","Armor",48.2109277248536,37.7234474929823
"86","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-12,"Novomykhailivka","https://i.postimg.cc/CxyjRJ0n/1002-BMP-1-destr-16-10-23.png","https://t.me/lost_warinua/52446","47.819972,37.476556","Turretless","Russia","Armor",47.819972,37.476556
