"","Type","Model","Status","Lost by","Unit","Date","Nearest location","Oryx URL","Source","Geolocation","Tags","Country","GeneralType","lat","lng"
"34","Engineering","BTS-4A armoured recovery vehicle","Damaged","Russia",NA,2023-09-07,"Kermenchyk","https://i.postimg.cc/R0LsJTcj/429.png","https://t.me/lost_warinua/48880","47.71673,36.94257","Loitering","Russia","Engineering",47.71673,36.94257
"35","Engineering","BREM-1 armoured recovery vehicle","Destroyed","Russia",NA,2023-09-12,"Zaporizhzhia oblast",NA,"https://t.me/lost_warinua/54544",NA,NA,"Russia","Engineering",NA,NA
"36","Engineering","BREM-1 armoured recovery vehicle","Destroyed","Russia",NA,2023-07-14,"Pryiutne","https://i.postimg.cc/9QsjhT0M/1004-BREM-1-destr-14-07-23.jpg","https://t.me/lost_warinua/41803",NA,NA,"Russia","Engineering",NA,NA
"37","Engineering","BREM-1 armoured recovery vehicle","Destroyed","Russia","37th Separate Motor Rifle Brigade",2023-09-28,"Staromlynivka","https://i.postimg.cc/zvrzmz1v/1031-BREM-1-armoured-recovery-vehicle-destr-28-09-23.jpg","https://t.me/lost_warinua/51350","47.694990,36.870030","V,Loitering","Russia","Engineering",47.69499,36.87003
"38","Engineering","BREM-L armoured recovery vehicle","Destroyed","Russia",NA,2023-08-03,"Robotyne","https://i.postimg.cc/cJc5zG5b/1042-brem-l-destr-03-08-23.jpg","https://t.me/lost_warinua/44956",NA,"Z","Russia","Engineering",NA,NA
"39","Engineering","ISDM Zemledeliye remote mine-laying system","Destroyed","Russia",NA,2023-06-22,"Tavriya","https://i.postimg.cc/SsjGLXst/1017-ISDM-Zemledeliye-destr-22-06-23.jpg","https://t.me/lost_warinua/39353","47.353486,35.543812","Z","Russia","Engineering",47.353486,35.543812
"40","Engineering","UR-77 'Meteorit' mine clearing vehicle","Destroyed","Russia",NA,2023-10-04,"Berezove","https://twitter.com/UAWeapons/status/1709652270546104451","https://t.me/lost_warinua/51620","47.761306,37.588333","Shattered","Russia","Engineering",47.761306,37.588333
"41","Engineering","Ural-4320 with EOV-3521 excavator","Destroyed","Russia",NA,2023-08-22,"Volnovakha raion","https://i.postimg.cc/VvpC6J3w/1014-Kam-AZ-5350-with-EOV-3523-excavator-destr-24-08-23.jpg","https://t.me/lost_warinua/47041",NA,NA,"Russia","Engineering",NA,NA
"42","Engineering","ZiL-131 UMZ mine laying vehicle","Destroyed","Russia",NA,2023-06-17,"Makarivka","https://i.postimg.cc/CM90b9BM/6522.png","https://t.me/lost_warinua/38905","47.782861,36.800472","V","Russia","Engineering",47.782861,36.800472
"43","Engineering","ZiL-131 UMZ mine laying vehicle","Destroyed","Russia",NA,2023-06-15,"Staromaiorske","https://i.postimg.cc/hGDsjZqn/1038-Zi-L-131-UMZ-mine-laying-vehicle-destr-15-06-23.jpg","https://t.me/lost_warinua/38706","47.763611,36.784972","V,☐,Loitering","Russia","Engineering",47.763611,36.784972
"44","Helicopters","Ka-52 'Alligator' attack helicopter","Damaged","Russia",NA,2023-06-19,"Berdiansk","https://twitter.com/UAWeapons/status/1670808597184360455","https://t.me/fighter_bomber/12833","46.815483,36.711504","V,☐","Russia","Helicopters",46.815483,36.711504
"45","Helicopters","Mi-8","Damaged","Russia",NA,2023-10-17,"Berdiansk airport","https://i.postimg.cc/fTP7zNtQ/1000-5x-ka52-4x-mi8-destr-17-10-23.jpg","https://www.facebook.com/photo?fbid=720949266731716&set=pb.100064499479896.-2207520000","46.812209,36.773439",NA,"Russia","Helicopters",46.812209,36.773439
"46","Helicopters","Mi-8","Damaged","Russia",NA,2023-10-17,"Berdiansk airport","https://i.postimg.cc/fTP7zNtQ/1000-5x-ka52-4x-mi8-destr-17-10-23.jpg","https://www.facebook.com/photo?fbid=720949266731716&set=pb.100064499479896.-2207520000","46.811252,36.771845",NA,"Russia","Helicopters",46.811252,36.771845
"47","Helicopters","Ka-52 'Alligator' attack helicopter","Destroyed","Russia",NA,2023-10-17,"Berdiansk airport","https://i.postimg.cc/QM7HJM92/1051-berdyansk-afb.jpg","https://x.com/bradyafr/status/1715094214139318703?s=20","46.814970,36.761659",NA,"Russia","Helicopters",46.81497,36.761659
"48","Helicopters","Ka-52 'Alligator' attack helicopter","Destroyed","Russia",NA,2023-10-17,"Berdiansk airport","https://i.postimg.cc/fTP7zNtQ/1000-5x-ka52-4x-mi8-destr-17-10-23.jpg","https://www.facebook.com/photo?fbid=720949266731716&set=pb.100064499479896.-2207520000","46.814702,36.767393",NA,"Russia","Helicopters",46.814702,36.767393
"49","Helicopters","Ka-52 'Alligator' attack helicopter","Destroyed","Russia",NA,2023-10-17,"Berdiansk airport","https://i.postimg.cc/fTP7zNtQ/1000-5x-ka52-4x-mi8-destr-17-10-23.jpg","https://www.facebook.com/photo?fbid=720949266731716&set=pb.100064499479896.-2207520000","46.814598,36.769314",NA,"Russia","Helicopters",46.814598,36.769314
"50","Helicopters","Ka-52 'Alligator' attack helicopter","Destroyed","Russia",NA,2023-10-17,"Berdiansk airport","https://i.postimg.cc/fTP7zNtQ/1000-5x-ka52-4x-mi8-destr-17-10-23.jpg","https://www.facebook.com/photo?fbid=720949266731716&set=pb.100064499479896.-2207520000","46.814446,36.772048",NA,"Russia","Helicopters",46.814446,36.772048
"51","Helicopters","Ka-52 'Alligator' attack helicopter","Destroyed","Russia",NA,2023-10-17,"Berdiansk airport","https://i.postimg.cc/fTP7zNtQ/1000-5x-ka52-4x-mi8-destr-17-10-23.jpg","https://www.facebook.com/photo?fbid=720949266731716&set=pb.100064499479896.-2207520000","46.813288,36.773601",NA,"Russia","Helicopters",46.813288,36.773601
"52","Helicopters","Ka-52 'Alligator' attack helicopter","Destroyed","Russia",NA,2023-08-17,"Novoprokopivka","https://i.postimg.cc/QM4KHLpG/1009-ka52-destr-17-08-23.jpg","https://t.me/lost_warinua/46361","47.42497,35.82411","Shattered","Russia","Helicopters",47.42497,35.82411
"53","Helicopters","Ka-52 'Alligator' attack helicopter","Destroyed","Russia",NA,2023-07-25,"Volnovakha raion","https://twitter.com/UAWeapons/status/1683795511172648960","https://t.me/lost_warinua/43459",NA,NA,"Russia","Helicopters",NA,NA
"54","Helicopters","Mi-8","Destroyed","Russia",NA,2023-10-17,"Berdiansk airport","https://i.postimg.cc/fTP7zNtQ/1000-5x-ka52-4x-mi8-destr-17-10-23.jpg","https://www.facebook.com/photo?fbid=720949260065050&set=pb.100064499479896.-2207520000","46.811733,36.763136",NA,"Russia","Helicopters",46.811733,36.763136
"55","Helicopters","Mi-8","Destroyed","Russia",NA,2023-10-17,"Berdiansk airport","https://i.postimg.cc/fTP7zNtQ/1000-5x-ka52-4x-mi8-destr-17-10-23.jpg","https://www.facebook.com/photo?fbid=720949266731716&set=pb.100064499479896.-2207520000","46.81132,36.77013",NA,"Russia","Helicopters",46.81132,36.77013
"56","Helicopters","Mi-8","Destroyed","Russia",NA,2023-10-17,"Berdiansk airport","https://i.postimg.cc/fTP7zNtQ/1000-5x-ka52-4x-mi8-destr-17-10-23.jpg","https://www.facebook.com/photo?fbid=720949266731716&set=pb.100064499479896.-2207520000","46.81133,36.77335",NA,"Russia","Helicopters",46.81133,36.77335
"57","Helicopters","Unknown helicopter","Destroyed","Russia",NA,2023-10-17,"Berdiansk airport","https://i.postimg.cc/fTP7zNtQ/1000-5x-ka52-4x-mi8-destr-17-10-23.jpg","https://www.facebook.com/photo?fbid=720949266731716&set=pb.100064499479896.-2207520000","46.814310,36.773644",NA,"Russia","Helicopters",46.81431,36.773644
"58","Armoured Fighting Vehicles","BMD-2","Abandoned","Russia","VDV",2023-07-28,"Staromaiorske","https://i.postimg.cc/fb6nzqTp/1021-bmd2-destr-28-07-23.jpg","https://t.me/mysiagin/25326",NA,"V","Russia","Armor",NA,NA
"59","Armoured Fighting Vehicles","BMD-4M","Abandoned","Russia","VDV",2023-07-29,"Staromaiorske","https://i.postimg.cc/KYVQ34Vs/1012-BMD-4-dam-aband-30-06-23.jpg","https://t.me/lost_warinua/44027","47.740634,36.759718",NA,"Russia","Armor",47.740634,36.759718
"60","Armoured Fighting Vehicles","BMP-1P","Abandoned","Russia",NA,2023-06-27,"Robotyne","https://i.postimg.cc/WpWd9nqT/1022-bmp1-dam-27-06-23.jpg","https://t.me/WS_videos/1351",NA,"Z,Damaged,☐,Loitering","Russia","Armor",NA,NA
"61","Armoured Fighting Vehicles","BMP-1P","Abandoned","Russia","394th Motor Rifle Regiment",2023-07-26,"Rivnopil (Velyka Novosilka hromada)",NA,"https://t.me/lost_warinua/43554","47.75826,36.67965","Damaged","Russia","Armor",47.75826,36.67965
"62","Armoured Fighting Vehicles","BMP-1P","Abandoned","Russia",NA,2023-06-25,"Rivnopil (Velyka Novosilka hromada)","https://i.postimg.cc/q7pstx1c/1048-bmp1-dam-aband-25-06-23.jpg",NA,"47.759646,36.680300",NA,"Russia","Armor",47.759646,36.6803
"63","Armoured Fighting Vehicles","BMP-3","Abandoned","Russia",NA,2023-09-19,"Novoprokopivka","https://i.postimg.cc/2ycsf7R6/1043-bmp3-destr-29-09-23.jpg","https://t.me/Force_Major_ua/108","47.417072,35.841575","Z,Damaged,Loitering","Russia","Armor",47.417072,35.841575
"64","Armoured Fighting Vehicles","BMP-3","Abandoned","Russia",NA,2023-08-17,"Volodyne","https://i.postimg.cc/xC55Jjf7/1045-bmp3-dam-aband-17-08-23.jpg","https://t.me/lost_warinua/46685","47.707029,36.765997","Damaged,Loitering","Russia","Armor",47.707029,36.765997
"65","Armoured Fighting Vehicles","BMP-3 688M sb. 3KDZ","Abandoned","Russia",NA,2023-08-10,"Staromaiorske","https://i.postimg.cc/Kcs8DJ6Q/1035-bmp3-dam-aband-10-08-23.jpg","https://t.me/lost_warinua/45671","47.738645,36.752229",NA,"Russia","Armor",47.738645,36.752229
"66","Armoured Fighting Vehicles","BTR-82A(M)","Abandoned","Russia",NA,2023-10-26,"Novoprokopivka",NA,"https://t.me/lost_warinua/54435","47.430694,35.812083","Damaged","Russia","Armor",47.430694,35.812083
"67","Armoured Fighting Vehicles","BTR-MDM 'Rakushka'","Abandoned","Russia","VDV",2023-07-12,"Staromaiorske","https://twitter.com/UAWeapons/status/1679215765822611458?s=20","https://t.me/lost_warinua/41605","47.741722,36.776194","V","Russia","Armor",47.741722,36.776194
"68","Armoured Fighting Vehicles","MT-LB","Abandoned","Russia",NA,2023-10-16,"Solodke","https://i.postimg.cc/8C3B4wGG/1007-16-10-23.jpg","https://www.facebook.com/watch/?v=1246185632733774","47.814867,37.466769",NA,"Russia","Armor",47.814867,37.466769
"69","Armoured Fighting Vehicles","BMD-4M","Captured","Russia","247th Air Assault Regiment",2023-08-19,"Staromaiorske","https://i.postimg.cc/44w2nPnd/1019-BMD-4-M-dam-capt-18-08-23.jpg","https://t.me/lost_warinua/46507",NA,"V,Damaged","Russia","Armor",NA,NA
"70","Armoured Fighting Vehicles","BMP-2(K)","Captured","Russia",NA,2023-10-10,"Polohy raion","https://i.postimg.cc/hP7xJFTW/1017-BMP-2-capt-10-10-23.jpg","https://t.me/lost_warinua/52159",NA,"V","Russia","Armor",NA,NA
"71","Armoured Fighting Vehicles","BMP-2(K)","Captured","Russia",NA,2023-08-22,"Zaporizhzhia oblast","https://i.postimg.cc/ZRgNsZG7/1008-bmp2-capt-22-08-23.jpg","https://t.me/lost_warinua/47209",NA,"Z","Russia","Armor",NA,NA
"72","Armoured Fighting Vehicles","BMP-2(K)","Captured","Russia",NA,2023-08-31,"Volnovakha raion","https://i.postimg.cc/PfLvPxS9/226.png","https://t.me/lost_warinua/48022",NA,"Z,Damaged","Russia","Armor",NA,NA
"73","Armoured Fighting Vehicles","BMP-2(K)","Captured","Russia","60th Separate Motor Rifle Brigade",2023-06-21,"Volnovakha raion","https://i.postimg.cc/054Q6nmK/1008-bmp2-capt-21-06-23.jpg","https://t.me/lost_warinua/39324",NA,"V,PL-1,☐","Russia","Armor",NA,NA
"74","Armoured Fighting Vehicles","BMP-2(K)","Captured","Russia",NA,2023-06-16,"Neskuchne","https://i.postimg.cc/5tF9Q5ng/1006-bmp2-capt-16-06-23.jpg","https://t.me/lost_warinua/38882",NA,"Z,V,PL-1","Russia","Armor",NA,NA
"75","Armoured Fighting Vehicles","BMP-2(K)","Captured","Russia","60th Separate Motor Rifle Brigade",2023-06-12,"Storozheve","https://i.postimg.cc/bwCDkRVW/1014-bmp2-dam-12-06-23.jpg","https://t.me/lost_warinua/38391","47.793944,36.788194","V,PL-1,Damaged,☐","Russia","Armor",47.793944,36.788194
"76","Armoured Fighting Vehicles","BMP-2(K)","Captured","Russia",NA,2023-06-12,"Rivnopil (Velyka Novosilka hromada)","https://twitter.com/UAWeapons/status/1601957647695183878","https://t.me/lost_warinua/38406","47.81125,36.730417","Z,V,Damaged,☐","Russia","Armor",47.81125,36.730417
"77","Armoured Fighting Vehicles","BMP-3","Captured","Russia","70th Motor Rifle Regiment",2023-09-04,"Robotyne","https://i.postimg.cc/y8jfPYmB/3870.png","https://t.me/lost_warinua/44980","47.465335,35.889474","Z,Damaged","Russia","Armor",47.465335,35.889474
"78","Armoured Fighting Vehicles","BMP-3 688M sb. 3KDZ","Captured","Russia","70th Motor Rifle Regiment",2023-07-31,"Robotyne","https://i.postimg.cc/FsFq4XV1/1034-bmp3-688-capt-31-07-23.jpg","https://t.me/lost_warinua/44387",NA,"Z","Russia","Armor",NA,NA
"79","Armoured Fighting Vehicles","BMD-2","Damaged","Russia",NA,2023-10-21,"Novoprokopivka",NA,"https://t.me/lost_warinua/53765","47.411389,35.895722",NA,"Russia","Armor",47.411389,35.895722
"80","Armoured Fighting Vehicles","BMP-1AM","Damaged","Russia",NA,2023-08-13,"Zavitne Bazhannia","https://i.postimg.cc/XvQ0b93c/1002-bmp1am-dam-17-08-23.jpg","https://t.me/pidrozdilshadowoficial/24","47.72320011,36.83403291","Loitering","Russia","Armor",47.72320011,36.83403291
"81","Armoured Fighting Vehicles","BMP-1P","Damaged","Russia",NA,2023-09-08,"Kopani","https://i.postimg.cc/vBKR0Mtv/8873.png","https://t.me/lost_warinua/49667","47.433993,35.788268","Loitering","Russia","Armor",47.433993,35.788268
"82","Armoured Fighting Vehicles","BMP-1P","Damaged","Russia",NA,2023-06-19,"Staromaiorske","https://i.postimg.cc/ncQYNzsm/1031-BMP-1-P-dam-19-06-23.jpg","https://t.me/lost_warinua/39034","47.75786,36.74872",NA,"Russia","Armor",47.75786,36.74872
"83","Armoured Fighting Vehicles","BMP-2(K)","Damaged","Russia",NA,2023-09-26,"Volnovakha raion","https://i.postimg.cc/jdghmMFT/376.png","https://t.me/lost_warinua/50938",NA,"V,☐","Russia","Armor",NA,NA
"84","Armoured Fighting Vehicles","BMP-2(K)","Damaged","Russia",NA,2023-08-16,"Urozhaine","https://i.postimg.cc/g2JqkKZ7/1003-bmp2-dam-16-08-23.jpg","https://t.me/lost_warinua/46344","47.732778,36.873333",NA,"Russia","Armor",47.732778,36.873333
"85","Armoured Fighting Vehicles","BMP-3","Damaged","Russia",NA,2023-06-20,"Pryiutne","https://i.postimg.cc/gJcgvjgR/1032-bmp3-dam-20-06-23.jpg","https://t.me/lost_warinua/39289","47.731417,36.640694","Loitering","Russia","Armor",47.731417,36.640694
"86","Armoured Fighting Vehicles","BMP-3","Damaged","Russia",NA,2023-08-02,"Zavitne Bazhannia","https://i.postimg.cc/9FdjL0ny/1044-bmd-3-dam-02-08-23.jpg","https://t.me/lost_warinua/44702","47.71985,36.81173","Loitering","Russia","Armor",47.71985,36.81173
"87","Armoured Fighting Vehicles","BMP-3 688M sb. 3KDZ","Damaged","Russia",NA,2023-06-17,"Zherebyanky","https://i.postimg.cc/VvH7mD7G/1056-bmp3-668-M-dam-21-06-23.jpg","https://t.me/lost_warinua/39066","47.501639,35.432056","Loitering","Russia","Armor",47.501639,35.432056
"88","Armoured Fighting Vehicles","BTR-80 with 57mm UB-32 unguided aircraft rocket pods","Damaged","Russia",NA,2023-06-19,"Mykilske","https://twitter.com/UAWeapons/status/1670712082826764288","https://twitter.com/UAWeapons/status/1670712082826764288","47.723801,37.269258","V,Loitering","Russia","Armor",47.723801,37.269258
"89","Armoured Fighting Vehicles","BTR-82A(M)","Damaged","Russia","336th Naval Infantry Brigade",2023-08-19,"Volnovakha raion",NA,"https://twitter.com/naalsio26/status/1717329353229341024",NA,NA,"Russia","Armor",NA,NA
"90","Armoured Fighting Vehicles","BTR-82A(M)","Damaged","Russia",NA,2023-06-20,"Mykilske","https://i.postimg.cc/BnD73d88/1031-btr82a-dam-20-06-23.jpg","https://t.me/lost_warinua/39135","47.73558,37.265","Loitering","Russia","Armor",47.73558,37.265
"91","Armoured Fighting Vehicles","MT-LB","Damaged","Russia",NA,2023-08-27,"Polohy raion",NA,"https://t.me/lost_warinua/47625",NA,"Z,☐","Russia","Armor",NA,NA
"92","Armoured Fighting Vehicles","MT-LB","Damaged","Russia",NA,2023-08-22,"Kopani","https://twitter.com/UAWeapons/status/1694036666137125034","https://t.me/lost_warinua/46997","47.440917,35.755556",NA,"Russia","Armor",47.440917,35.755556
"93","Armoured Fighting Vehicles","MT-LB","Damaged","Russia",NA,2023-08-19,"Zavitne Bazhannia","https://i.postimg.cc/yYgxWfnX/1013-mtlb-with-mine-launchers-destr-19-08-23.jpg","https://t.me/lost_warinua/46517","47.732028,36.854361",NA,"Russia","Armor",47.732028,36.854361
"94","Armoured Fighting Vehicles","MT-LBM 6MB","Damaged","Russia",NA,2023-06-13,"Robotyne","https://i.postimg.cc/gJRx9bcb/1030-mtlb-6mb-dam-13-06-23.jpg","https://t.me/lost_warinua/38510","47.483194,35.826222","Z,Loitering","Russia","Armor",47.483194,35.826222
"95","Armoured Fighting Vehicles","BMD-2","Destroyed","Russia","VDV",2023-07-31,"Zaporizhzhia oblast","https://i.postimg.cc/gcQHx32Z/1012-BMD-2-destr-31-07-23.jpg","https://t.me/lost_warinua/47093",NA,"V","Russia","Armor",NA,NA
"96","Armoured Fighting Vehicles","BMD-2","Destroyed","Russia","VDV",2023-08-02,"Zavitne Bazhannia","https://i.postimg.cc/DfNnb4LC/1020-BMD-2-destr-02-08-23.jpg","https://t.me/lost_warinua/44698","47.72224,36.81866","Turretless","Russia","Armor",47.72224,36.81866
