"","Type","Model","Status","Lost by","Unit","Date","Nearest location","Oryx URL","Source","Geolocation","Tags","Country","GeneralType","lat","lng"
"11","Drones","Orlan-10","Destroyed","Russia",NA,2023-11-13,"Kherson oblast","https://i.postimg.cc/2S0x4x6j/1052-Orlan-10-UAV-destr-13-11-23.jpg","https://t.me/lost_warinua/56541",NA,"Shattered","Russia","Drones",NA,NA
"12","Drones","Supercam S350 reconnaissance UAV","Destroyed","Russia",NA,2024-01-05,"Kherson oblast","https://i.postimg.cc/x1j77Ss8/1008-Supercam-S350-destr-08-01-24.jpg","https://t.me/lost_warinua/61760",NA,NA,"Russia","Drones",NA,NA
"13","Engineering","BREM-1 armoured recovery vehicle","Damaged","Russia",NA,2023-10-19,"Oleshky",NA,"https://t.me/lost_warinua/54235","46.605447,32.855217","Loitering","Russia","Engineering",46.605447,32.855217
"14","Engineering","Coastal link pontoon (for PP-2005 floating bridge system)","Destroyed","Russia",NA,2023-12-05,"Kostohryzove",NA,"https://t.me/lost_warinua/58900","46.536309,32.864976",NA,"Russia","Engineering",46.536309,32.864976
"15","Engineering","KamAZ-63501 (for PP-2005 floating bridge system)","Destroyed","Russia",NA,2023-12-05,"Kostohryzove",NA,"https://t.me/lost_warinua/58900","46.536309,32.864976","Loitering","Russia","Engineering",46.536309,32.864976
"16","Armoured Fighting Vehicles","BMD-2","Damaged","Russia","328th Air Assault Regiment",2023-12-13,"Krynky","https://i.postimg.cc/mDrk5PTb/1043-bmd2-dam-aband-13-12-23.jpg","https://t.me/lost_warinua/59587","46.727806,33.070722","V","Russia","Armor",46.727806,33.070722
"17","Armoured Fighting Vehicles","BMD-2","Damaged","Russia","328th Air Assault Regiment",2023-12-10,"Krynky","https://i.postimg.cc/Kj3BYv3v/1046-bmd2-dam-aband-10-12-23.jpg","https://t.me/lost_warinua/59236","46.726661,33.068790","V,Loitering","Russia","Armor",46.726661,33.06879
"18","Armoured Fighting Vehicles","BMD-2","Damaged","Russia","328th Air Assault Regiment",2023-12-05,"Krynky","https://i.postimg.cc/HxRKx1cQ/1002-bmd2-destr-06-12-23.jpg","https://t.me/BALUhub/6388","46.719464053484074,33.07574876905102","O,V,Loitering","Russia","Armor",46.7194640534841,33.075748769051
"19","Armoured Fighting Vehicles","BMD-4M","Damaged","Russia","VDV",2023-12-30,"Krynky","https://i.postimg.cc/6qTP948g/1001-bmd4m-dam-30-12-23.jpg",NA,"46.7198800,33.0624700","V","Russia","Armor",46.71988,33.06247
"20","Armoured Fighting Vehicles","BMD-4M","Damaged","Russia","328th Air Assault Regiment",2023-11-24,"Krynky","https://i.postimg.cc/kgsfqXbH/1050-bmd4m-dam-aband-24-11-23.jpg",NA,"46.719306,33.082056","V","Russia","Armor",46.719306,33.082056
"21","Armoured Fighting Vehicles","BMP-2(K)","Damaged","Russia",NA,2023-12-24,"Korsunka","https://i.postimg.cc/9XN6K7d4/1044-bmp2-dam-24-12-23.jpg","https://twitter.com/sternenko/status/1739383937556754659","46.760114,33.175626","Loitering","Russia","Armor",46.760114,33.175626
"22","Armoured Fighting Vehicles","BTR-82A(M)","Damaged","Russia",NA,2023-12-12,"Krynky","https://i.postimg.cc/rpL79S63/1016-btr82at-dam-12-12-23.jpg","https://t.me/lost_warinua/60938","46.742361,33.104889","Z","Russia","Armor",46.742361,33.104889
"23","Armoured Fighting Vehicles","BTR-82A(M)","Damaged","Russia",NA,2023-12-06,"Korsunka",NA,"https://t.me/lost_warinua/58996","46.757139,33.197611","Loitering","Russia","Armor",46.757139,33.197611
"24","Armoured Fighting Vehicles","BTR-82A(M)","Damaged","Russia",NA,2023-11-19,"Korsunka","https://i.postimg.cc/gkG2Djvk/1004-btr82-dam-20-11-23.jpg","https://t.me/WarArchive_ua/7658","46.753265,33.198716","Loitering","Russia","Armor",46.753265,33.198716
"25","Armoured Fighting Vehicles","BMD-2","Destroyed","Russia","328th Air Assault Regiment",2023-12-11,"Krynky","https://i.postimg.cc/dVmKpXL3/1003-bmd2-destr-11-12-23.jpg","https://t.me/lost_warinua/59424","46.730139,33.077639","V","Russia","Armor",46.730139,33.077639
"26","Armoured Fighting Vehicles","BMD-2","Destroyed","Russia","328th Air Assault Regiment",2023-12-08,"Krynky","https://i.postimg.cc/FHfPD5SD/1008-bmd2-destr-08-12-23.jpg","https://t.me/lost_warinua/59111","46.728972,33.074639","V","Russia","Armor",46.728972,33.074639
"27","Armoured Fighting Vehicles","BMD-2","Destroyed","Russia","328th Air Assault Regiment",2023-12-06,"Krynky","https://i.postimg.cc/hGDNs3Sj/1000-bmd2-and-bmd4-destr-08-12-23.jpg","https://t.me/lost_warinua/58986","46.710333,33.08125","Shattered,Turretless,O,V,Loitering","Russia","Armor",46.710333,33.08125
"28","Armoured Fighting Vehicles","BMD-4M","Destroyed","Russia","328th Air Assault Regiment",2023-12-19,"Krynky","https://i.postimg.cc/yNnFQGzB/1035-BMD-4-M-destr-19-12-23.jpg","https://t.me/robert_magyar/753",NA,"Turretless,Shattered,Loitering,Z,V","Russia","Armor",NA,NA
"29","Armoured Fighting Vehicles","BMD-4M","Destroyed","Russia","328th Air Assault Regiment",2023-12-09,"Krynky","https://i.postimg.cc/MTjf8RN9/1057-BMD-4-M-destr-09-12-23.jpg","https://t.me/robert_magyar/724","46.726139,33.070222","Turretless,V","Russia","Armor",46.726139,33.070222
"30","Armoured Fighting Vehicles","BMD-4M","Destroyed","Russia","328th Air Assault Regiment",2023-12-09,"Krynky","https://i.postimg.cc/PqsMyLT5/1010-bmd4-destr-09-12-23.jpg","https://t.me/lost_warinua/59157",NA,"Turretless,Shattered","Russia","Armor",NA,NA
"31","Armoured Fighting Vehicles","BMD-4M","Destroyed","Russia","328th Air Assault Regiment",2023-12-08,"Krynky","https://i.postimg.cc/d1F4shxx/1007-bmd4-destr-08-12-23.jpg","https://t.me/lost_warinua/59104","46.727194,33.070389","Turretless,Shattered","Russia","Armor",46.727194,33.070389
"32","Armoured Fighting Vehicles","BMD-4M","Destroyed","Russia","328th Air Assault Regiment",2023-12-08,"Krynky","https://i.postimg.cc/htH2Yybg/1006-bmd2-destr-08-12-23.jpg","https://t.me/lost_warinua/59094","46.728639,33.075528","Turretless","Russia","Armor",46.728639,33.075528
"33","Armoured Fighting Vehicles","BMD-4M","Destroyed","Russia","328th Air Assault Regiment",2023-12-06,"Krynky","https://i.postimg.cc/nz1TCH8c/1011-bmd4-destr-08-12-23.jpg","https://t.me/lost_warinua/59089","46.710333,33.079972","Turretless,Shattered","Russia","Armor",46.710333,33.079972
"34","Armoured Fighting Vehicles","BMD-4M","Destroyed","Russia","328th Air Assault Regiment",2023-12-06,"Krynky","https://i.postimg.cc/hGDNs3Sj/1000-bmd2-and-bmd4-destr-08-12-23.jpg","https://t.me/lost_warinua/58986","46.710333,33.08125","Turretless,Shattered,V,Loitering","Russia","Armor",46.710333,33.08125
"35","Armoured Fighting Vehicles","BMD-4M","Destroyed","Russia","328th Air Assault Regiment",2023-12-05,"Krynky","https://i.postimg.cc/FRrqMNHx/1037-bmd4m-destr-05-12-23.jpg","https://t.me/lost_warinua/58844","46.719917,33.072528",NA,"Russia","Armor",46.719917,33.072528
"36","Armoured Fighting Vehicles","BMP-3","Destroyed","Russia",NA,2023-10-30,"Kherson oblast","https://i.postimg.cc/g2MX3Lsf/1012-BMP-3-destr-30-10-23.jpg","https://t.me/lost_warinua/54846",NA,"Turretless","Russia","Armor",NA,NA
"37","Armoured Fighting Vehicles","BMP-3 688M sb. 3KDZ","Destroyed","Russia",NA,2024-01-09,"Krynky","https://twitter.com/NOELreports/status/1744763835385299009","https://t.me/robert_magyar/779","46.736239,33.097734","Loitering,Turretless","Russia","Armor",46.736239,33.097734
"38","Armoured Fighting Vehicles","BTR-80","Destroyed","Russia",NA,2023-12-10,"Kherson oblast",NA,"https://t.me/lost_warinua/59209",NA,NA,"Russia","Armor",NA,NA
"39","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2024-01-18,"Krynky",NA,"https://t.me/lost_warinua/63000","46.747031,33.123037","Loitering","Russia","Armor",46.747031,33.123037
"40","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2024-01-15,"Krynky",NA,"https://t.me/lost_warinua/62842","46.714528,33.127694",NA,"Russia","Armor",46.714528,33.127694
"41","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2024-01-09,"Krynky","https://twitter.com/bayraktar_1love/status/1720163629692027217","https://t.me/robert_magyar/779","46.735333,33.091639","Loitering,Z","Russia","Armor",46.735333,33.091639
"42","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2024-01-06,"Krynky","https://i.postimg.cc/8P6S1DDC/1022-btr82a-destr-07-01-24.jpg","https://t.me/robert_magyar/776","46.726528,33.068361",NA,"Russia","Armor",46.726528,33.068361
"43","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2024-01-01,"Krynky","https://i.postimg.cc/pXkZhKZR/1009-btr82a-destr-04-01-23.jpg","https://t.me/lost_warinua/61352","46.699556,33.122833","Turretless","Russia","Armor",46.699556,33.122833
"44","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-12-27,"Krynky","https://i.postimg.cc/qRNznjmN/1036-btr82a-destr-27-12-23.jpg","https://t.me/robert_magyar/766","46.736722,33.108167","Z,Loitering","Russia","Armor",46.736722,33.108167
"45","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-12-15,"Krynky","https://i.postimg.cc/GtjK0q2K/1023-btr82a-destr-15-12-23.jpg","https://t.me/lost_warinua/59710","46.739667,33.098222","Turretless","Russia","Armor",46.739667,33.098222
"46","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-12-12,"Krynky",NA,"https://t.me/robert_magyar/733","46.741407505279795,33.106923679660895","Loitering","Russia","Armor",46.7414075052798,33.1069236796609
"47","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-12-12,"Krynky","https://i.postimg.cc/JzFqWy1f/1018-btr82a-destr-12-12-23.jpg","https://t.me/robert_magyar/733","46.73860440261295,33.09902664112701","Loitering","Russia","Armor",46.7386044026129,33.099026641127
"48","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-12-11,"Krynky","https://i.postimg.cc/L8ZTjkdW/1023-btr82a-destr-09-12-23.jpg","https://t.me/robert_magyar/730","46.727188977457146,33.146742897637594",NA,"Russia","Armor",46.7271889774571,33.1467428976376
"49","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-12-11,"Krynky","https://i.postimg.cc/SNPdXTP8/1022-btr82a-destr-09-12-23.jpg","https://t.me/robert_magyar/730","46.730667,33.144528","Loitering,Z","Russia","Armor",46.730667,33.144528
"50","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-12-11,"Krynky","https://i.postimg.cc/wjF915FX/1022-btr82a-destr-09-12-23.jpg","https://t.me/robert_magyar/730","46.73879254847549,33.10013449466828","Loitering","Russia","Armor",46.7387925484755,33.1001344946683
"51","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-12-10,"Krynky","https://i.postimg.cc/02jZyRVP/1026-btr82a-destr-10-12-23.jpg","https://t.me/robert_magyar/725",NA,"Loitering,Jammer","Russia","Armor",NA,NA
"52","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-12-06,"Krynky",NA,"https://t.me/lost_warinua/59001","46.754139,33.143278","Loitering","Russia","Armor",46.754139,33.143278
"53","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-12-05,"Krynky",NA,"https://t.me/lost_warinua/58848",NA,"Z","Russia","Armor",NA,NA
"54","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-12-03,"Kherson oblast","https://twitter.com/NOELreports/status/1731432526881702002","https://twitter.com/NOELreports/status/1731432526881702002",NA,"Turretless,Loitering","Russia","Armor",NA,NA
"55","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-25,"Krynky","https://i.postimg.cc/9FGLgBFC/1048-btr82a-destr-25-11-23.jpg","https://t.me/lost_warinua/57619","46.749083,33.129","Loitering","Russia","Armor",46.749083,33.129
"56","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-24,"Krynky","https://i.postimg.cc/XNBHdbRZ/1049-btr82a-destr-24-11-23.jpg","https://t.me/lost_warinua/57493","46.722944,33.075806","Loitering","Russia","Armor",46.722944,33.075806
"57","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-16,"Krynky","https://i.postimg.cc/2jgsH3Vc/1033-btr82a-destr-16-11-23.jpg","https://t.me/lost_warinua/56801",NA,"Turretless","Russia","Armor",NA,NA
"58","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-10,"Krynky","https://i.postimg.cc/j5GfhQPk/1024-BTR-82-A-destr-10-11-23.jpg","https://t.me/lost_warinua/56278",NA,"Turretless,Z,Shattered","Russia","Armor",NA,NA
"59","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-05,"Korsunka","https://twitter.com/NOELreports/status/1731432526881702002","https://t.me/lost_warinua/55819","46.759389,33.202056","Shattered,Turretless","Russia","Armor",46.759389,33.202056
"60","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-04,"Krynky","https://i.postimg.cc/vH26D35B/1034-2x-btr82a-destr-04-11-23.jpg","https://t.me/lost_warinua/55610","46.738333,33.098611","Z,V,Loitering,O","Russia","Armor",46.738333,33.098611
"61","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-04,"Krynky","https://i.postimg.cc/vH26D35B/1034-2x-btr82a-destr-04-11-23.jpg","https://t.me/lost_warinua/55604","46.738333,33.098611","Turretless,Loitering","Russia","Armor",46.738333,33.098611
"62","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-02,"Korsunka","https://twitter.com/bayraktar_1love/status/1720163629692027217","https://t.me/lost_warinua/55297","46.754083,33.195722","Turretless,Z,Loitering","Russia","Armor",46.754083,33.195722
"63","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-02,"Korsunka","https://twitter.com/bayraktar_1love/status/1720163629692027217","https://t.me/lost_warinua/55290","46.754083,33.197194","Loitering","Russia","Armor",46.754083,33.197194
"64","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-02,"Korsunka",NA,"https://t.me/lost_warinua/55286","46.754722,33.198361","Loitering","Russia","Armor",46.754722,33.198361
"65","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-02,"Korsunka","https://twitter.com/bayraktar_1love/status/1720163629692027217","https://t.me/lost_warinua/55278","46.74525,33.200778","Turretless,Loitering","Russia","Armor",46.74525,33.200778
"66","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-01,"Korsunka",NA,"https://t.me/lost_warinua/55109","46.7589,33.19709","Loitering","Russia","Armor",46.7589,33.19709
"67","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-01,"Krynky","https://twitter.com/wartranslated/status/1720000649419534626","https://t.me/lost_warinua/55100","46.74903,33.1292","Loitering,Turretless","Russia","Armor",46.74903,33.1292
"68","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-11-01,"Krynky","https://twitter.com/wartranslated/status/1720000649419534626","https://t.me/lost_warinua/55090","46.73959,33.10325","V,Loitering","Russia","Armor",46.73959,33.10325
"69","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-10-29,"Krynky","https://i.postimg.cc/8cy50k7R/1015-btr82a-destr-29-10-23.jpg","https://t.me/lost_warinua/54709","46.738028,33.098056","Loitering","Russia","Armor",46.738028,33.098056
"70","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-10-29,"Korsunka","https://i.postimg.cc/zvDv7HGD/1014-btr82a-destr-29-10-23.jpg","https://t.me/lost_warinua/54703","46.745972,33.200611",NA,"Russia","Armor",46.745972,33.200611
"71","Armoured Fighting Vehicles","BTR-82A(M)","Destroyed","Russia",NA,2023-10-19,"Sahy","https://i.postimg.cc/RVjxTYV6/1033-btr82a-destr-20-10-23.jpg","https://t.me/lost_warinua/53313","46.598714,32.868536",NA,"Russia","Armor",46.598714,32.868536
"72","Armoured Fighting Vehicles","BTR-82AT","Destroyed","Russia",NA,2024-01-04,"Krynky","https://i.postimg.cc/sxsY12GM/1027-BTR-82-AT-destr-04-01-24.jpg","https://t.me/lost_warinua/61681","46.72375,33.061083","Loitering,∆","Russia","Armor",46.72375,33.061083
"73","Armoured Fighting Vehicles","BTR-82AT","Destroyed","Russia",NA,2024-01-03,"Kozachi Laheri","https://i.postimg.cc/s2G9NqRg/1024-BTR-82-AT-destr-03-01-24.jpg","https://t.me/robert_magyar/774","46.706246,33.003346",NA,"Russia","Armor",46.706246,33.003346
"74","Armoured Fighting Vehicles","BTR-D","Destroyed","Russia","328th Air Assault Regiment",2023-11-16,"Krynky","https://i.postimg.cc/bvMjrkfd/1056-btr-d-destr-16-11-23.jpg","https://t.me/lost_warinua/56813","46.704028,33.110139","V","Russia","Armor",46.704028,33.110139
"75","Armoured Fighting Vehicles","Unknown IFV","Destroyed","Russia",NA,2023-11-19,"Tarasivka","https://i.postimg.cc/GpqZxrVq/1007-unkn-vehicle-destr-19-11-23.jpg","https://t.me/flyingskull/76","46.424611,33.056278",NA,"Russia","Armor",46.424611,33.056278
"76","Infantry Mobility Vehicles","GAZ Tigr-M","Destroyed","Russia",NA,2023-10-25,"Pidstepne","https://i.postimg.cc/dVJBZFfp/1014-Tigr-M-destr-25-10-23.jpg","https://t.me/lost_warinua/54249","46.691241,32.882207",NA,"Russia","Infantry Mobility Vehicles",46.691241,32.882207
"77","Infantry Mobility Vehicles","KamAZ-53949 'Linza'","Destroyed","Russia",NA,2023-12-19,"Krynky","https://i.postimg.cc/8PWQJj98/1031-Kam-AZ-53949-Linza-destr-19-12-23.jpg","https://t.me/lost_warinua/60198",NA,"Loitering,Z","Russia","Infantry Mobility Vehicles",NA,NA
"78","Infantry Mobility Vehicles","Unknown IMV","Destroyed","Russia",NA,2023-12-28,"Oleshky","https://twitter.com/GloOouD/status/1740673120527098236","https://t.me/ssternenko/23817","46.62513,32.72548","Loitering","Russia","Infantry Mobility Vehicles",46.62513,32.72548
"79","MLRS","122mm BM-21 'Grad'","Damaged","Russia",NA,2023-11-05,"Brylivka","https://i.postimg.cc/LsBRvcrv/1045-bm21-dam-05-11-23.jpg","https://t.me/lost_warinua/55630","46.430472,33.144361",NA,"Russia","Artillery",46.430472,33.144361
"80","MLRS","220mm BM-27 'Uragan'","Damaged","Russia",NA,2024-01-16,"Brylivka",NA,"https://t.me/lost_warinua/62673","46.433461,33.140780",NA,"Russia","Artillery",46.433461,33.14078
"81","MLRS","220mm BM-27 'Uragan'","Damaged","Russia",NA,2024-01-16,"Brylivka",NA,"https://t.me/lost_warinua/62673","46.433461,33.140780",NA,"Russia","Artillery",46.433461,33.14078
"82","MLRS","122mm 2B26 'Grad-K'","Destroyed","Russia",NA,2023-11-24,"Kostohryzove","https://i.postimg.cc/h4H4gVWX/1031-2-B26-Grad-K-destr-24-11-23.jpg","https://t.me/lost_warinua/57515","46.504917,32.802765",NA,"Russia","Artillery",46.504917,32.802765
"83","MLRS","122mm 9P138 'Grad-1'","Destroyed","Russia",NA,2024-01-06,"Chelburda","https://i.postimg.cc/d3cxC9dG/1009-unkn-mrls-destr-06-01-24.jpg","https://t.me/lost_warinua/61816","46.619222,32.958861",NA,"Russia","Artillery",46.619222,32.958861
"84","MLRS","122mm BM-21 'Grad'","Destroyed","Russia",NA,2024-01-16,"Nova Zburiivka","https://twitter.com/bayraktar_1love/status/1747154030856409560","https://t.me/lost_warinua/62667","46.470053,32.521812",NA,"Russia","Artillery",46.470053,32.521812
"85","MLRS","122mm BM-21 'Grad'","Destroyed","Russia",NA,2023-12-25,"Krynky","https://i.postimg.cc/gc1WrTMc/1040-bm21-destr-25-12-23.jpg","https://t.me/robert_magyar/763","46.703668108916716,33.11609168825612",NA,"Russia","Artillery",46.7036681089167,33.1160916882561
"86","MLRS","122mm BM-21 'Grad'","Destroyed","Russia",NA,2023-12-20,"Chelburda","https://i.postimg.cc/fbHXsgTK/1001-bm21-destr-20-12-23.jpg","https://t.me/lost_warinua/60206","46.613111,32.964611",NA,"Russia","Artillery",46.613111,32.964611
"87","MLRS","122mm BM-21 'Grad'","Destroyed","Russia",NA,2023-11-05,"Brylivka","https://i.postimg.cc/DZvhNChh/1046-bm21-destr-05-11-23.jpg","https://t.me/lost_warinua/55630","46.430472,33.144361",NA,"Russia","Artillery",46.430472,33.144361
"88","MLRS","220mm BM-27 'Uragan'","Destroyed","Russia",NA,2023-12-20,"Abrykosivka","https://i.postimg.cc/vTn6WY7q/1003-bm27-and-transloader-destr-21-12-23.jpg","https://t.me/lost_warinua/60377","46.466652,33.053715","Flipped","Russia","Artillery",46.466652,33.053715
"89","MLRS","220mm BM-27 'Uragan'","Destroyed","Russia",NA,2023-12-20,"Abrykosivka","https://i.postimg.cc/44HtCPC6/1002-bm27-destr-21-12-23.jpg","https://t.me/lost_warinua/60371","46.467556,33.058917",NA,"Russia","Artillery",46.467556,33.058917
"90","MLRS","220mm BM-27 'Uragan'","Destroyed","Russia",NA,2023-10-15,"Nova Maiachka","https://twitter.com/bayraktar_1love/status/1713546996118655013","https://t.me/lost_warinua/52805","46.630056,33.272333","Shattered","Russia","Artillery",46.630056,33.272333
"91","MLRS","220mm TOS-1A","Destroyed","Russia",NA,2023-12-21,"Krynky","https://i.postimg.cc/1zR6LZPX/1000-tos1a-destr-21-12-23.jpg","https://t.me/robert_magyar/757","46.690703,33.127175","Turretless,Shattered","Russia","Artillery",46.690703,33.127175
"92","MLRS","220mm TOS-1A","Destroyed","Russia",NA,2023-12-17,"Krynky","https://i.postimg.cc/0NDCkMw4/1000-tos1a-destr-18-12-23.jpg","https://t.me/lost_warinua/60084","46.692266,33.126383","Shattered,Turretless","Russia","Artillery",46.692266,33.126383
"93","MLRS","220mm TOS-1A","Destroyed","Russia",NA,2023-11-30,"Kozachi Laheri","https://twitter.com/NOELreports/status/1730131015820058877","https://t.me/lost_warinua/58035","46.68793,33.02266","Turretless","Russia","Artillery",46.68793,33.02266
"94","MLRS","220mm TOS-1A","Destroyed","Russia",NA,2023-11-17,"Krynky","https://twitter.com/bayraktar_1love/status/1725444040441667859","https://t.me/lost_warinua/56820","46.69102,33.12691","Cope cage","Russia","Artillery",46.69102,33.12691
"95","Radars and Jammers","1K148 Yastreb-AV"" artillery reconnaissance complex""","Destroyed","Russia",NA,2024-01-02,"Morozivka","https://twitter.com/bayraktar_1love/status/1742217579303772338","https://t.me/lost_warinua/61486","46.49825,33.346389",NA,"Russia","Radars and Jammers",46.49825,33.346389
"96","Radars and Jammers","Leer-2 electronic warfare system","Destroyed","Russia",NA,2023-11-08,"Obryvka","https://twitter.com/bayraktar_1love/status/1722291702134620263","https://t.me/lost_warinua/56066","46.675628,33.180994",NA,"Russia","Radars and Jammers",46.675628,33.180994
"97","Radars and Jammers","RB-636AM2 Svet-KU EW system","Destroyed","Russia",NA,2023-11-12,"Kherson oblast","https://twitter.com/bayraktar_1love/status/1723774116744847552","https://t.me/lost_warinua/56504",NA,NA,"Russia","Radars and Jammers",NA,NA
"98","Self-propelled artillery","152mm 2S19 'Msta-S'","Destroyed","Russia",NA,2024-01-18,"Kherson oblast",NA,"https://t.me/lost_warinua/62952",NA,NA,"Russia","Artillery",NA,NA
"99","Self-propelled artillery","152mm 2S19 'Msta-S'","Destroyed","Russia",NA,2024-01-11,"Nova Maiachka","https://i.postimg.cc/nrKwGQYg/1031-msta-s-destr-11-01-24.jpg","https://t.me/lost_warinua/62316","46.64257,33.18986",NA,"Russia","Artillery",46.64257,33.18986
"100","Self-propelled artillery","152mm 2S19 'Msta-S'","Destroyed","Russia",NA,2023-12-30,"Kherson oblast","https://twitter.com/bayraktar_1love/status/1741157545555775986","https://t.me/lost_warinua/61248",NA,NA,"Russia","Artillery",NA,NA
"101","Self-propelled artillery","152mm 2S3(M) 'Akatsiya'","Destroyed","Russia",NA,2023-11-26,"Kozachi Laheri","https://i.postimg.cc/8zZbfpbr/1022-2s3-destr-26-11-23.jpg","https://t.me/lost_warinua/57681","46.699556,32.94925",NA,"Russia","Artillery",46.699556,32.94925
